supermercado,producto_nombre,nombre,precio_descuento,precio_normal,precio_por_unidad,unidad,descuentos,url,fecha_extraccion,id_link_producto,fecha,error_type,titulo
Dia,Acondicionador Fructis Liso Coco 350 Ml.,Acondicionador Fructis Liso Coco 350 Ml.,7990.0,7990.0,,,,https://diaonline.supermercadosdia.com.ar/acondicionador-fructis-liso-coco-350-ml-299070/p,2026-06-22 20:41:39,2583,,,
Delimart,,Mermelada Frutilla Dulcor Pote 500 Gr,2303.67,2303.67,0,,Ninguno,https://www.delimart.com.ar/mermelada_frutilla_dulcor_pote_500_gr,,4044,2026-06-22,,
Carrefour,,Lavandina clásica desinfectante Ayudín 2 lts.,2759,2759,1379.50,1 L.,Ninguno,https://www.carrefour.com.ar/lavandina-clasica-desinfectante-ayudin-2-lts-745460/p,,3376,2026-06-22,,
Dia,Agua Saborizada Aquarius Pera 1.5 Lt.,Agua Saborizada Aquarius Pera 1.5 Lt.,2900.0,2900.0,,,,https://diaonline.supermercadosdia.com.ar/agua-saborizada-aquarius-pera-15-lt-104714/p,2026-06-22 20:42:08,2369,,,
Depot,,GAS PEPSI BLACK PET 1.5X,2316.76,2316.76,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-s-alcohol/gaseosas/gas-pepsi-black-pet-1-5x/,,3538,2026-06-22,,
Dia,Always Xtra Doble Protección Seca Toallas Femeninas 8 Ud.,Always Xtra Doble Protección Seca Toallas Femeninas 8 Ud.,3925.0,3925.0,,,,https://diaonline.supermercadosdia.com.ar/always-xtra-doble-proteccion-seca-toallas-femeninas-8-ud-295704/p,2026-06-22 20:42:38,2609,,,
Carrefour,,Limpiador de Pisos Plastificados y Flotantes Blem Original Repuesto Económico 400 ml,4229,4229,10572.50,1 L.,Ninguno,https://www.carrefour.com.ar/limpiador-de-pisos-plastificados-y-flotantes-blem-original-repuesto-economico-400-ml-762346/p,,3393,2026-06-22,,
Delimart,,Jabon Liquido Floral Rain Algabo 300 Ml,2209.51,2209.51,0,,Ninguno,https://www.delimart.com.ar/jabon_liquido_floral_rain_algabo_300_ml,,4348,2026-06-22,,
Depot,,AGUS AQUARIUS MZNA 2.25X,2200.00,2200.00,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-s-alcohol/aguas/agus-aquarius-mzna-2-25x/,,3541,2026-06-22,,
Dia,Endulzante Hileret Clásico 500 Ml.,Endulzante Hileret Clásico 500 Ml.,3445.0,5300.0,,,,https://diaonline.supermercadosdia.com.ar/endulzante-hileret-clasico-500-ml-105371/p,2026-06-22 20:43:44,2292,,,
Dia,"Gaseosa Paso de los Toros Pomelo Botella 2,25 Lt.","Gaseosa Paso de los Toros Pomelo Botella 2,25 Lt.",5200.0,5200.0,,,,https://diaonline.supermercadosdia.com.ar/gaseosa-paso-de-los-toros-pomelo-botella-225-lt-134554/p,2026-06-22 20:43:50,2339,,,
Carrefour,,Acondicionador Elvive raparación total 5 400 cc,7415.85,11409,28522.50,1 L.,2do al 70% max 8 unidades combinable elvive,https://www.carrefour.com.ar/acondicionador-elvive-raparacion-total-5-400-cc-726119/p,,3320,2026-06-22,,
,,,,,,,,https://www.carrefour.com.ar/cerveza-rubia-imperial-ipa-473-ml-639588/p,,3144,,404,Carrefour - Las mejores ofertas en supermercados
Carrefour,,Jamón cocido feteado Cagnoli 200 g.,5390.00,7930,26950,1 K.,32%,https://www.carrefour.com.ar/jamon-cocido-feteado-cagnoli-x-200-grs-473622/p,,3267,2026-06-22,,
Carrefour,,Papas fritas Quento sabor asado criollo 82 grs,2590,2590,31585.37,1 K.,Ninguno,https://www.carrefour.com.ar/papas-fritas-quento-sabor-asado-criollo-82-grs-761104/p,,3125,2026-06-22,,
Depot,,WISK OLD SMUGGLER 1X,9994.86,9994.86,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/blancas-y-licores/wisky-old-smuggler-x-1l/,,3658,2026-06-22,,
Depot,,CAFI DOLCA SUAVE + AROMA 170X,5875.00,5875.00,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/cafi-dolca-suave-aroma-170x/,,3662,2026-06-22,,
Depot,,CERA ECHO CLASICO D/P 450X,4519.55,4519.55,0,,Ninguno,https://depotexpress.com.ar/productos/limpieza/cera-echo-clasico-d-p-450x/,,3747,2026-06-22,,
Dia,Aperitivo Campari Bitter 750 ml.,Aperitivo Campari Bitter 750 ml.,11360.0,14200.0,,,,https://diaonline.supermercadosdia.com.ar/aperitivo-campari-bitter-750-ml-142748/p,2026-06-22 20:45:57,2464,,,
,,Harina leudante Carrefour Classic 1 kg,,,,,,https://www.carrefour.com.ar/harina-leudante-carrefour-classic-1-kg-776765/p,,2841,,no_disponible,Harina leudante Carrefour Classic 1 kg Carrefour - Carrefour
,,Galletitas Gold Mundo anillos chocolate y vainilla 250 g.,,,,,,https://www.carrefour.com.ar/galletitas-gold-mundo-anillos-chocolate-y-vainilla-250-g-621326/p,,2801,,no_disponible,Galletitas Gold Mundo anillos chocolate y vainilla 250 g. - Carrefour
Delimart,,Caldo De Verduras Knorr 6 Cubos 57 G,1878.64,1878.64,0,,Ninguno,https://www.delimart.com.ar/caldo_de_verduras_knorr_6_cubos_57_g,,3996,2026-06-22,,
Carrefour,,Galletitas pepas Carrefour classic 300 g.,1446.90,1590,4823,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-pepas-carrefour-classic-300-g/p,,2672,2026-06-22,,
Carrefour,,Té en saquitos sobre Virgin Islands x 50 uni,4009,4009,40090,1 K.,Ninguno,https://www.carrefour.com.ar/te-en-saquitos-sobre-virgin-islands-x-50-uni-698983/p,,3236,2026-06-22,,
Carrefour,,Atún en trozos al natural Bulnez en lata 170 g.,2841,2841,16711.76,1 K.,Ninguno,https://www.carrefour.com.ar/atun-en-trozos-al-natural-bulnez-en-lata-170-g-743946/p,,3253,2026-06-22,,
Depot,,YERB CBSE SERRANA1X,3731.04,3731.04,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/yerb-cbse-serrana1x/,,3669,2026-06-22,,
Dia,Desinfectante Lysoform Aerosol Original 360 Ml.,Desinfectante Lysoform Aerosol Original 360 Ml.,4787.0,4787.0,,,,https://diaonline.supermercadosdia.com.ar/desinfectante-lysoform-aerosol-original-360-ml-122974/p,2026-06-22 20:47:41,2637,,,
,,Maní salado con piel King 100 g.,,,,,,https://www.carrefour.com.ar/mani-salado-con-piel-king-100-g-723559/p,,3138,,no_disponible,Carrefour
Delimart,,Sal Fina Dos Anclas 500 Gr,1134.17,1134.17,0,,Ninguno,https://www.delimart.com.ar/sal_fina_dos_anclas_500_gr2,,3979,2026-06-22,,
Dia,Té en saquitos Crysf 50 Ud.,Té en saquitos Crysf 50 Ud.,1740.0,1740.0,,,,https://diaonline.supermercadosdia.com.ar/te-en-saquitos-crysf-50-ud-164349/p,2026-06-22 20:48:06,2505,,,
Carrefour,,Galletitas dulces Boca de Dama Terrabusi 170 g.,1399,1399,8229.41,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulces-boca-de-dama-terrabusi-170-g-680263/p,,2715,2026-06-22,,
Carrefour,,Desinfectante en aerosol Cif original 360 cc,4329,4329,12025,1 K.,Ninguno,https://www.carrefour.com.ar/desinfectante-en-aerosol-cif-original-360-cc/p,,3402,2026-06-22,,
Delimart,,Leche En Polvo Nido Fortigrow X 200gr,3862.81,3862.81,0,,Ninguno,https://www.delimart.com.ar/leche_en_polvo_nido_fortigrow_x_200gr,,3899,2026-06-22,,
,,,,,,,,https://depotexpress.com.ar/productos/limpieza/des-lysoform-aero-orig-360x/,,3751,,exception,"Message: timeout: Timed out receiving message from renderer: 6.329
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c24449]
	chromedriver!(No symbol) [0x7ff7f8c24131]
	chromedriver!(No symbol) [0x7ff7f8c21e01]
	chromedriver!(No symbol) [0x7ff7f8c2273f]
	chromedriver!(No symbol) [0x7ff7f8c31e1a]
	chromedriver!(No symbol) [0x7ff7f8c48a77]
	chromedriver!(No symbol) [0x7ff7f8c5093a]
	chromedriver!(No symbol) [0x7ff7f8c22f01]
	chromedriver!(No symbol) [0x7ff7f8c487a5]
	chromedriver!(No symbol) [0x7ff7f8cdf71a]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Delimart,,Harina de Maiz Danubio 700 Gr,1694.00,1694.00,0,,Ninguno,https://www.delimart.com.ar/harina_de_maiz_danubio_700_gr,,3849,2026-06-22,,
Carrefour,,Cerveza roja Imperial 473 ml,2268.75,3025,6395.35,1 L.,2do al 50% max 48 unidades combinable imperial,https://www.carrefour.com.ar/cerveza-roja-imperial-473-ml-702435/p,,3150,2026-06-22,,
Carrefour,,Caldo Knorr de verdura deshidratado 12 cubos,2840,2840,24912.28,1 K.,Ninguno,https://www.carrefour.com.ar/caldo-knorr-de-verdura-deshidratado-12-cubos-737145/p,,3001,2026-06-22,,
Dia,Alimento Perro Cachorro Raza Mediana/Grande DogChow 3 Kg.,Alimento Perro Cachorro Raza Mediana/Grande DogChow 3 Kg.,11609.6,14512.0,,,,https://diaonline.supermercadosdia.com.ar/alimento-perro-cachorro-raza-medianagrande-dogchow-3-kg-13241/p,2026-06-22 20:40:31,2647,,,
Carrefour,,Papas fritas corte americano Krachitos 275 grs,6649,6649,24178.18,1 K.,Ninguno,https://www.carrefour.com.ar/papas-fritas-corte-americano-krachitos-275-grs-750922/p,,3112,2026-06-22,,
Carrefour,,Puré de tomates Bulnez 520 g.,721,721,1386.54,1 K.,Ninguno,https://www.carrefour.com.ar/pure-de-tomates-bulnez-520-g-739397/p,,3019,2026-06-22,,
Depot,,GIN BEEFEATER 700X,23404.76,23404.76,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/blancas-y-licores/gin-beefeater-london-750-kts/,,3646,2026-06-22,,
Carrefour,,Arvejas secas remojadas Inalpa lata 300 g.,725,725,2416.67,1 K.,Ninguno,https://www.carrefour.com.ar/arvejas-secas-remojadas-inalpa-lata-300-g-695916/p,,3025,2026-06-22,,
Depot,,JARP ALA ECOLAVADO REG 400X,903.24,903.24,0,,Ninguno,https://depotexpress.com.ar/productos/limpieza/jarp-ala-ecolavado-reg-400x/,,3737,2026-06-22,,
Depot,,S.FELIPE ROB.MALBEC 750X,4437.00,4437.00,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-s-felipe-rob-malbec-750x/,,3602,2026-06-22,,
Dia,Gin Brighton 700 Ml.,Gin Brighton 700 Ml.,9712.5,12950.0,,,,https://diaonline.supermercadosdia.com.ar/gin-brighton-700-ml-292801/p,2026-06-22 20:42:45,2469,,,
Carrefour,,Cerveza blanca Amstel Lager pura malta 473 ml,1874.25,2499,5283.30,1 L.,2do al 50% max 48 unidades combinable amstel,https://www.carrefour.com.ar/cerveza-blanca-amstel-lager-pura-malta-473-ml-731402/p,,3143,2026-06-22,,
Delimart,,Dry Gin Brighton 700 Cc,11565.03,11565.03,0,,Ninguno,https://www.delimart.com.ar/dry_gin_brighton_700_cc,,4158,2026-06-22,,
Dia,Arvejas Secas Remojadas Dia 300 Gr.,Arvejas Secas Remojadas Dia 300 Gr.,675.0,675.0,,,,https://diaonline.supermercadosdia.com.ar/arvejas-secas-remojadas-dia-300-gr-279121/p,2026-06-22 20:43:11,2315,,,
Carrefour,,Jamón cocido feteado Bulnez 150 grs,3570,3570,2380,100 G.,Ninguno,https://www.carrefour.com.ar/jamon-cocido-feteado-bulnez-150-grs-762622/p,,3271,2026-06-22,,
Dia,Choclo en Bandeja 1 Un.,Choclo en Bandeja 1 Un.,4590.0,4590.0,,,,https://diaonline.supermercadosdia.com.ar/choclo-en-bandeja-1-un-90413/p,2026-06-22 20:43:26,2561,,,
Delimart,,Yogur Bebible Frutilla Entero Tregar 900 G,2804.91,2804.91,0,,Ninguno,https://www.delimart.com.ar/yogur_bebible_frutilla_entero_tregar_900_g,,3943,2026-06-22,,
Dia,Mermelada Bc Frutilla 390 Gr.,Mermelada Bc Frutilla 390 Gr.,4810.0,4810.0,,,,https://diaonline.supermercadosdia.com.ar/mermelada-bc-frutilla-390-gr-279722/p,2026-06-22 20:43:41,2325,,,
Dia,Queso Blanco Original La Serenísima Clasico 290 Gr.,Queso Blanco Original La Serenísima Clasico 290 Gr.,2590.0,4015.0,,,,https://diaonline.supermercadosdia.com.ar/queso-blanco-original-la-serenisima-clasico-290-gr-298773/p,2026-06-22 20:43:49,2256,,,
Delimart,,Dulce De Leche Clasico Milkaut 400 Gr,2704.80,2704.80,0,,Ninguno,https://www.delimart.com.ar/dulce_de_leche_clasico_milkaut_400_gr,,3956,2026-06-22,,
Delimart,,Yerba Mate Barbacua Sol y Lluvia 500 Gr,2444.05,2444.05,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_barbacua_sol_y_lluvia_500_gr,,4212,2026-06-22,,
Carrefour,,"Gaseosa cola Cunnington suave sin tacc 2,25 lts",2159,2159,959.56,1 L.,Ninguno,https://www.carrefour.com.ar/gaseosa-cola-cunnington-suave-sin-tacc-225-lts-723483/p,,3063,2026-06-22,,
Carrefour,,Jabón líquido Algabo floral rain 300 cc.,3179,3179,10596.67,1 L.,Ninguno,https://www.carrefour.com.ar/jabon-liquido-algabo-floral-rain-300-cc/p,,3351,2026-06-22,,
Dia,Cerveza Rubia Salta Cautiva en lata 473 Ml.,Cerveza Rubia Salta Cautiva en lata 473 Ml.,2328.75,3105.0,,,,https://diaonline.supermercadosdia.com.ar/cerveza-rubia-salta-cautiva-en-lata-473-ml-279836/p,2026-06-22 20:44:40,2409,,,
Carrefour,,Lomito de atún al natural Carrefour Classic 170 grs,2898,3150,17047.06,1 K.,Ninguno,https://www.carrefour.com.ar/lomito-de-atun-al-natural-carrefour-classic-170-grs-122140/p,,3252,2026-06-22,,
Dia,Cerveza Heineken Lata 473 ml.,Cerveza Heineken Lata 473 ml.,4030.0,4030.0,,,,https://diaonline.supermercadosdia.com.ar/cerveza-heineken-lata-473-ml-202696/p,2026-06-22 20:44:56,2410,,,
Carrefour,,Mermelada BC La Campagnola frutilla 390 g.,4819,4819,12356.41,1 K.,Ninguno,https://www.carrefour.com.ar/mermelada-bc-la-campagnola-frutilla-390-g/p,,3032,2026-06-22,,
,,Galletitas crackers Argentitas 3 x 102 g.,,,,,,https://www.carrefour.com.ar/galletitas-crackers-argentitas-3-x-102-g/p,,2826,,no_disponible,Carrefour
,,Harina de trigo 000 Favorita con vitaminas 1 kg.,,,,,,https://www.carrefour.com.ar/harina-de-trigo-000-favorita-con-vitaminas-1-kg-732147/p,,2834,,no_disponible,Harina de Trigo 000 Favorita - Carrefour
Depot,,ARR LA CORRENTINA 5/0 1X,2325.00,2325.00,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/arroz-la-correntina-00000-x-1kg/,,3460,2026-06-22,,
Delimart,,Pure De Tomate Arcor 520 G,1002.17,1002.17,0,,Ninguno,https://www.delimart.com.ar/pure_de_tomate_arcor_520_g,,4010,2026-06-22,,
Delimart,,Gaseosa Pepsi 1.5 Lt,2778.20,2778.20,0,,Ninguno,https://www.delimart.com.ar/gaseosa_pepsi_15_lt,,4070,2026-06-22,,
Delimart,,Mermelada Ciruela BC 390 Gr,5213.17,5213.17,0,,Ninguno,https://www.delimart.com.ar/mermelada_ciruela_bc_390_gr,,4042,2026-06-22,,
Delimart,,Cacao Amargo en Polvo Procal X100 Gr Sin Tacc,6425.07,6425.07,0,,Ninguno,https://www.delimart.com.ar/cacao_amargo_en_polvo_procal_x100_gr_sin_tacc,,4196,2026-06-22,,
Dia,Sal Fina en Paquete Celusal 500 Gr.,Sal Fina en Paquete Celusal 500 Gr.,1549.0,1549.0,,,,https://diaonline.supermercadosdia.com.ar/sal-fina-en-paquete-celusal-500-gr-47582/p,2026-06-22 20:46:49,2293,,,
Carrefour,,Galletitas dulces Variedad Terrabusi mix tamaño familiar 390 g.,2691,4140,10615.38,1 K.,exclusivo online 2do al 70% iguales,https://www.carrefour.com.ar/galletitas-dulces-variedad-terrabusi-mix-tamano-familiar-390-g-714816/p,,2669,2026-06-22,,
Depot,,CEREAL KELLOGGS FROOT LOOPS 195X,2757.32,2757.32,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/cere-kelloggs-froot-loops-195x/,,3480,2026-06-22,,
Carrefour,,Galletitas anillitos 9 de Oro de coco 180 g.,2009,2009,11161.11,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-anillitos-9-de-oro-de-coco-180-g-733274/p,,2802,2026-06-22,,
Delimart,,Caldo Gallina Maggi X12 Unidades,1410.76,1410.76,0,,Ninguno,https://www.delimart.com.ar/caldo_gallina_maggi_x12_unidades2,,4000,2026-06-22,,
Dia,Shampoo Tresemme Brillo Lamelar 500 Ml.,Shampoo Tresemme Brillo Lamelar 500 Ml.,6479.4,10799.0,,,,https://diaonline.supermercadosdia.com.ar/shampoo-tresemme-brillo-lamelar-500-ml-300040/p,2026-06-22 20:47:45,2579,,,
Delimart,,Vodka Sernova X700 Cc,10715.70,10715.70,0,,Ninguno,https://www.delimart.com.ar/vodka_sernova_x700_cc,,4152,2026-06-22,,
Carrefour,,Whisky Chivas Regal importado 12 años 700 cc.,50474.25,67299,72106.07,1 L.,35% off tarjeta crf crdito | 35% off cuenta digital | 25% off max 8 unidades,https://www.carrefour.com.ar/whisky-chivas-regal-importado-12-anos-700-cc-697600/p,,3200,2026-06-22,,
Depot,,CCAO CHOCOLINO PLUS FORTIF 360X,3271.81,3271.81,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/cacao-en-polvo-chocolino-360x/,,3664,2026-06-22,,
Carrefour,,Yerba mate Amanda tradicional 1 kg.,4989,4989,4989,1 K.,Ninguno,https://www.carrefour.com.ar/yerba-mate-amanda-tradicional-1-kg/p,,3223,2026-06-22,,
Carrefour,,Plusbelle Esencia jabón en espuma todo tipo piel 250 ml,3649,3649,14596,1 L.,Ninguno,https://www.carrefour.com.ar/plusbelle-esencia-jabon-en-espuma-todo-tipo-piel-250-ml-715297/p,,3349,2026-06-22,,
Carrefour,,Infusion a base de café Arlistan pet 170 g.,7955,7955,46794.12,1 K.,Ninguno,https://www.carrefour.com.ar/infusion-a-base-de-cafe-arlistan-pet-170-g-727998/p,,3207,2026-06-22,,
Dia,Cerveza Quilmes Cristal en Lata 473 ml.,Cerveza Quilmes Cristal en Lata 473 ml.,2480.0,2480.0,,,2x1,https://diaonline.supermercadosdia.com.ar/cerveza-quilmes-cristal-en-lata-473-ml-39818/p,2026-06-22 20:38:24,2401,,,
Dia,Queso Untable La Serenísima Cremón Original 280 Gr.,Queso Untable La Serenísima Cremón Original 280 Gr.,2925.0,3899.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-la-serenisima-cremon-original-280-gr-274284/p,2026-06-22 20:38:30,2255,,,
Delimart,,Cerveza Rubia Premium Pilsner Grolsch 473 Cc,2900.93,3626.16,0,,Ninguno,https://www.delimart.com.ar/cerveza_rubia_premium_pilsner_grolsch_473_cc,,4120,2026-06-22,,
Depot,,PAPE HIGIENOL RINDE PANAL H/S 4X50X,2593.75,2593.75,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/pape-hig-panal-d-h-4x50x/,,3719,2026-06-22,,
Depot,,VINA D.ANCLAS ALCOHOL 1X,1257.54,1257.54,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/vinagre-dos-anclas-alcohol-1x/,,3503,2026-06-22,,
Carrefour,,Gaseosa lima limón 7 Up sin azúcar 2.25 lts,3225,4300,1911.11,1 L.,2do al 50% mi crf max 48 unidades combinable 7 up,https://www.carrefour.com.ar/gaseosa-lima-limon-7-up-sin-azucar-2-25-lts-749013/p,,3062,2026-06-22,,
Carrefour,,Tapa de asado Novillito x kg.,19500,19500,19500,1 K.,Ninguno,https://www.carrefour.com.ar/tapa-de-asado-novillito-x-kg-680559/p,,3238,2026-06-22,,
Delimart,,Mermelada Durazno Arcor 454 Gr,4821.84,4821.84,0,,Ninguno,https://www.delimart.com.ar/mermelada_durazno_arcor_454_gr2,,4033,2026-06-22,,
Carrefour,,Mayonesa Heinz limón 200 g.,1605,1605,8025,1 K.,Ninguno,https://www.carrefour.com.ar/mayonesa-heinz-limon-200-g/p,,2991,2026-06-22,,
Dia,Acondicionador Revitalización y Suavidad Aceite de Argán Dermo - Head & Shoulders 300 Ml.,Acondicionador Revitalización y Suavidad Aceite de Argán Dermo - Head & Shoulders 300 Ml.,8212.5,10950.0,,,,https://diaonline.supermercadosdia.com.ar/acondicionador-revitalizacion-y-suavidad-aceite-de-argan-dermo--head---shoulders-300-ml-204039/p,2026-06-22 20:41:07,2581,,,
Depot,,DOS ANCLAS SAL.MARR 500X,2176.72,2176.72,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/salf-dos-anclas-sal-marr-500x/,,3487,2026-06-22,,
Delimart,,Agua Tónica Paso De Los Toros 1.5 Lt,2778.20,2778.20,0,,Ninguno,https://www.delimart.com.ar/agua_tonica_paso_de_los_toros_15_lt,,4055,2026-06-22,,
Carrefour,,Tampones OB Siempre Libre medio x 16 uni,7089,7089,443.06,1 U.,Ninguno,https://www.carrefour.com.ar/tampones-ob-siempre-libre-medio-x-16-uni-690344/p,,3354,2026-06-22,,
Depot,,DETC MAGISTRAL PLATINUM LIMON 300X,2085.14,2085.14,0,,Ninguno,https://depotexpress.com.ar/productos/limpieza/detc-magistral-platinum-limon-300x/,,3727,2026-06-22,,
Delimart,,Mayonesa Clásica Hellmanns Dp 118 Gr,960.82,960.82,0,,Ninguno,https://www.delimart.com.ar/mayonesa_clasica_hellmanns_dp_118_gr,,3987,2026-06-22,,
Dia,Anco x Kg.,Anco x Kg.,1190.0,1190.0,,,,https://diaonline.supermercadosdia.com.ar/anco-x-kg-90120/p,2026-06-22 20:42:44,2567,,,
Carrefour,,Mermelada Arcor de ciruela 454 g.,3099,3099,6825.99,1 K.,Ninguno,https://www.carrefour.com.ar/mermelada-arcor-de-ciruela-454-g-684409/p,,3041,2026-06-22,,
Carrefour,,Manteca La serenisima clásica 100 g.,2046.75,2729,27290,1 K.,2do al 50% max 8 unidades combinable la serenisima,https://www.carrefour.com.ar/manteca-la-serenisima-clasica-100-g-267020/p,,2887,2026-06-22,,
Carrefour,,Jugo Citric de naranja sin pulpa tetra 1 l.,5385,5385,5385,1 L.,Ninguno,https://www.carrefour.com.ar/jugo-citric-de-naranja-sin-pulpa-tetra-1-l-693723/p,,3091,2026-06-22,,
Dia,Puré de Tomate Dia 520 Gr.,Puré de Tomate Dia 520 Gr.,910.0,910.0,,,,https://diaonline.supermercadosdia.com.ar/pure-de-tomate-dia-520-gr-34593/p,2026-06-22 20:43:33,2312,,,
Depot,,VODK SKYY INF.PASSION FRUIT 750X,8956.18,8956.18,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/blancas-y-licores/vodka-skyy-inf-passion-fruit-x-750ml/,,3636,2026-06-22,,
Delimart,,Galletitas Clasicas Mini Oreo 50 Gr,1186.19,1186.19,0,,Ninguno,https://www.delimart.com.ar/galletitas_clasicas_mini_oreo_50_gr2,,3777,2026-06-22,,
Depot,,COP MANIKING TOST S/PIEL S/SAL 100X,745.66,745.66,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/cop-maniking-tost-s-piel-s-sal-100x/,,3564,2026-06-22,,
Delimart,,Galletitas Chocolate Rumba Original 110 Gr,1644.44,1644.44,0,,Ninguno,https://www.delimart.com.ar/galletitas_chocolate_rumba_original_110_gr,,3794,2026-06-22,,
,,Pollo entero congelado El Mercado x kg.,,,,,,https://www.carrefour.com.ar/pollo-entero-congelado-el-mercado-x-kg-741361/p,,3249,,no_disponible,Carrefour
Carrefour,,Plusbelle Litro Shampoo Protección 1lt,5259,5259,5259,1 L.,Ninguno,https://www.carrefour.com.ar/plusbelle-litro-shampoo-proteccion-1-lt-776882/p,,3315,2026-06-22,,
,,,,,,,,https://www.carrefour.com.ar/galletitas-banadas-de-chocolate-bridges-100-grs-753061/p,,2800,,404,Carrefour - Las mejores ofertas en supermercados
,,,,,,,,https://www.delimart.com.ar/cafe_instantaneo_nescafe_dolca_original_170_gr,,4188,,exception,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c91aad]
	chromedriver!(No symbol) [0x7ff7f8c91dac]
	chromedriver!(No symbol) [0x7ff7f8ce27d7]
	chromedriver!(No symbol) [0x7ff7f8cdf39b]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Delimart,,Galletitas Trio Frolitas 300 Gr,2019.20,2019.20,0,,Ninguno,https://www.delimart.com.ar/galletitas_trio_frolitas_300_gr,,3806,2026-06-22,,
Depot,,APER CAMPARI 750X,11199.00,11199.00,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/aperitivos/vermu-campari-x-750ml/,,3642,2026-06-22,,
Carrefour,,"Galletitas Cachafaz avena, granola, almendras y maní 225 g.",4039,4039,17951.11,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-cachafaz-avena-granola-almendras-y-mani-225-g/p,,2691,2026-06-22,,
Delimart,,Vino Malbec Alamos 750 Ml,6506.17,7654.32,0,,Ninguno,https://www.delimart.com.ar/vino_malbec_alamos_750_ml,,4144,2026-06-22,,
Delimart,,Jabon Rexona Glicerina Citrus x 90 grs,1659.91,1659.91,0,,Ninguno,https://www.delimart.com.ar/jabon_rexona_glicerina_citrus_x_90_grs,,4307,2026-06-22,,
,,Maní con piel Maní King 350 g.,,,,,,https://www.carrefour.com.ar/mani-con-piel-mani-king-350-g-723563/p,,3137,,no_disponible,Carrefour
Dia,Snack Intense Queso Takis 85 Gr.,Snack Intense Queso Takis 85 Gr.,3300.0,3300.0,,,,https://diaonline.supermercadosdia.com.ar/snack-intense-queso-takis-85-gr-309785/p,2026-06-22 20:47:02,2381,,,
