supermercado,producto_nombre,nombre,precio_descuento,precio_normal,precio_por_unidad,unidad,descuentos,url,fecha_extraccion,id_link_producto,fecha,error_type,titulo
Carrefour,,Aceite de girasol Cocinero 1.5 l.,5880,5880,3920,1 L.,Ninguno,https://www.carrefour.com.ar/aceite-de-girasol-cocinero-15-l-41078/p,,2872,2026-06-22,,
Dia,Pasta Dental Close Up Dientes + Blancos 90 Gr.,Pasta Dental Close Up Dientes + Blancos 90 Gr.,2540.0,3390.0,,,,https://diaonline.supermercadosdia.com.ar/pasta-dental-close-up-dientes--blancos-90-gr-10557/p,2026-06-22 19:26:22,2592,,,
Carrefour,,Detergente ultra Carrefour Expert limón 600 ml,2511,2790,4185,1 L.,Ninguno,https://www.carrefour.com.ar/detergente-ultra-carrefour-expert-limon-600-ml-710552/p,,3369,2026-06-22,,
Carrefour,,Galletitas acarameladas Porteñitas x3 417 grs,3709,3709,8894.48,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-acarameladas-portenitas-x3-417-grs-760862/p,,2707,2026-06-22,,
Delimart,,Papel Higienico Triple Hoja Elegante Extra Confort 4 Rollos x 30 m,6430.11,6430.11,0,,Ninguno,https://www.delimart.com.ar/papel_higienico_triple_hoja_elegante_extra_confort_4_rollos_x_30_m,,4342,2026-06-22,,
Dia,Jamón Cocido Natural Cagnoli Feteado 120 Gr.,Jamón Cocido Natural Cagnoli Feteado 120 Gr.,3896.25,5195.0,,,,https://diaonline.supermercadosdia.com.ar/jamon-cocido-natural-cagnoli-feteado-120-gr-257745/p,2026-06-22 19:26:52,2543,,,
,,Nalga entera x kg.,,,,,,https://www.carrefour.com.ar/nalga-entera-x-kg-678583/p,,3245,,no_disponible,Carrefour
Carrefour,,Mermelada Carrefour Classic frutilla 454 grs,2966.70,3190,6534.58,1 K.,Ninguno,https://www.carrefour.com.ar/mermelada-carrefour-classic-frutilla-454-grs-629266/p,,3042,2026-06-22,,
Depot,,YERB ROSAM PLUS 1X,3372.62,3372.62,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/yerb-rosam-plus-1x/,,3673,2026-06-22,,
Delimart,,Shampoo Color Vive Elvive Loreal Paris X 200 Ml,5665.81,5665.81,0,,Ninguno,https://www.delimart.com.ar/shampoo_color_vive_elvive_loreal_paris_x_200_ml2,,4317,2026-06-22,,
Delimart,,Queso Cremoso Cremon Clásico La Serenisima Fraccionado Aprox 1kg,12300.80,12300.80,0,,Ninguno,https://www.delimart.com.ar/queso_cremoso_cremon_clasico_la_serenisima_fraccionado_aprox_1kg,,3911,2026-06-22,,
Depot,,HARM PRESTO PRONTA 730X,2016.39,2016.39,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/harm-presto-pronta-730x/,,3456,2026-06-22,,
Depot,,VINA CASALTA ALCOHOL 500X,784.81,784.81,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/vina-casalta-alcohol-500x/,,3501,2026-06-22,,
,,Suavizante Clásico Comfort para ropa dp 900 cc,,,,,,https://www.carrefour.com.ar/suavizante-clasico-comfort-para-ropa-dp-900-cc/p,,3387,,no_disponible,Carrefour
Dia,Vino Tinto Suter Malbec 750 Ml.,Vino Tinto Suter Malbec 750 Ml.,3990.0,4730.0,,,,https://diaonline.supermercadosdia.com.ar/vino-tinto-suter-malbec-750-ml-138550/p,2026-06-22 19:20:10,2440,,,
,,,,,,,,https://www.delimart.com.ar/cafe_la_morenita_torrado_intenso_100_gr,,4189,,exception,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c91aad]
	chromedriver!(No symbol) [0x7ff7f8c91dac]
	chromedriver!(No symbol) [0x7ff7f8ce27d7]
	chromedriver!(No symbol) [0x7ff7f8cdf39b]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Dia,Sal Fina Estuche Celusal 500 Gr.,Sal Fina Estuche Celusal 500 Gr.,1785.0,1785.0,,,,https://diaonline.supermercadosdia.com.ar/sal-fina-estuche-celusal-500-gr-3333/p,2026-06-22 19:20:30,2295,,,
Carrefour,,Huevo blanco Carrefour maple x 30 uni,6965.70,7490,232.19,1 U.,Ninguno,https://www.carrefour.com.ar/huevo-blanco-carrefour-maple-x-30-uni/p,,2956,2026-06-22,,
Dia,Snack Sabor Queso Crema Cheetos 85 Gr.,Snack Sabor Queso Crema Cheetos 85 Gr.,2901.75,3869.0,,,,https://diaonline.supermercadosdia.com.ar/snack-sabor-queso-crema-cheetos-85-gr-24822/p,2026-06-22 19:21:05,2379,,,
Delimart,,Choclo en Grano Amarillo Bahia x170g,1643.94,1643.94,0,,Ninguno,https://www.delimart.com.ar/choclo_en_grano_amarillo_bahia_x170g,,4294,2026-06-22,,
Depot,,TE LA VIRG MANZ C/ANIS 25X,1702.99,1702.99,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/te-la-virg-manz-c-anis-25x/,,3680,2026-06-22,,
Carrefour,,Whisky nacional Premium en botella 750 cc,5302.50,7070,7070,1 L.,35% off tarjeta crf crdito | 35% off cuenta digital | 25% off max 8 unidades,https://www.carrefour.com.ar/whisky-nacional-premium-en-botella-750-cc-718182/p,,3201,2026-06-22,,
,,Galletitas crackers tripack Pindy 306 g.,,,,,,https://www.carrefour.com.ar/galletitas-crackers-tripack-pindy-306-g/p,,2823,,no_disponible,Galletitas crackers tripack Pindy 306 g. - Carrefour
Dia,Te Crysf 25 Ud.,Te Crysf 25 Ud.,869.0,869.0,,,,https://diaonline.supermercadosdia.com.ar/te-crysf-25-ud-295573/p,2026-06-22 19:22:15,2506,,,
Depot,,COLON MALBEC 750X,3389.07,3389.07,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-colon-malbec-750x/,,3596,2026-06-22,,
Delimart,,"Caldo Knorr De Gallina 6 Cubos x 9,5 gr",1123.05,1123.05,0,,Ninguno,https://www.delimart.com.ar/caldo_knorr_de_gallina__6_cubos__x_95_gr,,3995,2026-06-22,,
,,"Gaseosa pomelo Cunnignton suave sin tacc 2,25 lts",,,,,,https://www.carrefour.com.ar/gaseosa-pomelo-cunnignton-suave-sin-tacc-225-lts-723486/p,,3064,,no_disponible,Carrefour
Dia,Fideos Tallarin N5 Matarazzo 500 Gr.,Fideos Tallarin N5 Matarazzo 500 Gr.,1819.0,1819.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-tallarin-n5-matarazzo-500-gr-42907/p,2026-06-22 19:23:07,2235,,,
Carrefour,,Nescafé Dolca Original Frasco 170 grs,11959,11959,70347.06,1 K.,Ninguno,https://www.carrefour.com.ar/nescafe-dolca-original-en-frasco-170-grs-729430/p,,3209,2026-06-22,,
Depot,,SALF CELUSAL FINA SALERO 250X,4062.26,4062.26,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/salf-celusal-fina-salero-250x/,,3488,2026-06-22,,
Carrefour,,Galletitas dulces Careal Mix sabor frutilla 150 grs,1665,1665,11100,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulces-ceral-mix-sabor-frutilla-150-grs-748629/p,,2765,2026-06-22,,
Carrefour,,"Agua tónica Carrefour Classic light 2,25 lts",1663.20,1890,739.20,1 L.,Ninguno,https://www.carrefour.com.ar/agua-tonica-carrefour-classic-light-225-lts-735676/p,,3081,2026-06-22,,
Depot,,AGUS AQUARIUS LIMONADA 2.25X,2000.00,2000.00,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-s-alcohol/aguas/agus-aquarius-limonada-2-25x/,,3540,2026-06-22,,
Delimart,,"Jugo Cepita Fresh Naranja 1,5 Lt",1403.99,1403.99,0,,Ninguno,https://www.delimart.com.ar/jugo_cepita_fresh_naranja_15_lt,,4077,2026-06-22,,
Dia,Shampoo Dove Óleo Nutrición 400 Ml.,Shampoo Dove Óleo Nutrición 400 Ml.,6169.0,9499.0,,,,https://diaonline.supermercadosdia.com.ar/shampoo-dove-oleo-nutricion-400-ml-293966/p,2026-06-22 19:24:38,2578,,,
Carrefour,,Polenta orgánica Dicomere paquete 450 g.,1949,1949,4331.11,1 K.,Ninguno,https://www.carrefour.com.ar/polenta-organica-dicomere-paquete-450-g/p,,2845,2026-06-22,,
Carrefour,,Mortadela Paladini mini 300 g.,3720.00,4979,12400,1 K.,25%,https://www.carrefour.com.ar/mortadela-paladini-mini-300-g/p,,3256,2026-06-22,,
Dia,Dulce De Leche Milkaut 400 Gr.,Dulce De Leche Milkaut 400 Gr.,4065.0,4065.0,,,,https://diaonline.supermercadosdia.com.ar/dulce-de-leche-milkaut-400-gr-297589/p,2026-06-22 19:24:59,2279,,,
Dia,Snack Pep Rueditas Pizza 120 Gr.,Snack Pep Rueditas Pizza 120 Gr.,2450.0,3500.0,,,,https://diaonline.supermercadosdia.com.ar/snack-pep-rueditas-pizza-120-gr-273113/p,2026-06-22 19:25:03,2378,,,
Delimart,,Arroz Largo Fino 00000 Danubio 1000 Gr,1497.38,1497.38,0,,Ninguno,https://www.delimart.com.ar/arroz_largo_fino_00000_danubio_1000_gr,,3861,2026-06-22,,
Carrefour,,Queso crema Ilolay clásico 290 grs,3640,3640,12551.72,1 K.,Ninguno,https://www.carrefour.com.ar/queso-crema-ilolay-clasico-290-grs-761471/p,,2914,2026-06-22,,
Depot,,SHAM PLUSB.SUAVIDAD BIO-PROT 1X,2061.13,2061.13,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/sham-plusb-suavidad-bio-prot-1x/,,3709,2026-06-22,,
Delimart,,Recortes de Queso cremoso Cremigal Aprox 500g,4074.24,4074.24,0,,Ninguno,https://www.delimart.com.ar/recortes_de_queso_cremoso_cremigal_aprox_500g,,3923,2026-06-22,,
Carrefour,,Mayonesa Heinz con jugo de limón 350 g.,2669,2669,7625.71,1 K.,Ninguno,https://www.carrefour.com.ar/mayonesa-heinz-con-jugo-de-limon-350-g-21980/p,,2983,2026-06-22,,
Dia,Tampones Kotex Medio x 12 Ud.,Tampones Kotex Medio x 12 Ud.,2900.0,5830.0,,,,https://diaonline.supermercadosdia.com.ar/tampones-kotex-medio-x-12-ud-287791/p,2026-06-22 19:26:12,2605,,,
Depot,,SALF DOS ANCLAS SALERO MESA 500X,2422.67,2422.67,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/salf-dos-anclas-salero-mesa-500x/,,3490,2026-06-22,,
Delimart,,Yerba Serena Nobleza Gaucha 500gr,3053.69,3053.69,0,,Ninguno,https://www.delimart.com.ar/yerba_serena_nobleza_gaucha_500gr,,4223,2026-06-22,,
Dia,Manzana Verde x Kg.,Manzana Verde x Kg.,5990.0,5990.0,,,,https://diaonline.supermercadosdia.com.ar/manzana-verde-x-kg-90112/p,2026-06-22 19:26:49,2550,,,
Dia,Nescafe Dolca Original X 100 Gr.,Nescafe Dolca Original X 100 Gr.,6580.0,9395.0,,,,https://diaonline.supermercadosdia.com.ar/nescafe-dolca-original-x-100-gr-299712/p,2026-06-22 19:26:54,2477,,,
Carrefour,,Snack para perros Pedigree Biscrok 100 g.,2100,2100,0,,Ninguno,https://www.carrefour.com.ar/snack-para-perros-pedigree-biscrok-100-g/p,,3433,2026-06-22,,
Delimart,,Cerveza Rubia Miller Genuine Draft Lata x 473 Ml,2195.42,2744.28,0,,Ninguno,https://www.delimart.com.ar/cerveza_rubia_miller_genuine_draft_lata__x_473_ml,,4117,2026-06-22,,
Delimart,,Galletitas Serranas Sandwich X 3 336 g,2261.53,2261.53,0,,Ninguno,https://www.delimart.com.ar/galletitas_serranas_sandwich_x_3_336_g,,3844,2026-06-22,,
Depot,,GAS MIRINDA NJA 3X,2742.38,2742.38,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-s-alcohol/gaseosas/gas-mirinda-nja-3x/,,3536,2026-06-22,,
Dia,Mermelada DIA Arándano 454 Gr.,Mermelada DIA Arándano 454 Gr.,3250.0,3250.0,,,,https://diaonline.supermercadosdia.com.ar/mermelada-dia-arandano-454-gr-181513/p,2026-06-22 19:27:54,2323,,,
Delimart,,Mermelada Frutilla Arcor 454 Gr,4821.84,4821.84,0,,Ninguno,https://www.delimart.com.ar/mermelada_frutilla_arcor_454_gr,,4040,2026-06-22,,
Carrefour,,Plusbelle jabón de tocador Flores Rosa 120 grs,1245,1245,10375,1 K.,Ninguno,https://www.carrefour.com.ar/plusbelle-jabon-de-tocador-flores-rosa-120-grs-764222/p,,3302,2026-06-22,,
Dia,"Aceite de Girasol Cocinero 1,5 Lt.","Aceite de Girasol Cocinero 1,5 Lt.",6470.0,6470.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-cocinero-15-lt-25338/p,2026-06-22 19:28:20,2239,,,
Delimart,,Arvejas Secas Remojadas La Campagnola 300 Gr,1344.23,1344.23,0,,Ninguno,https://www.delimart.com.ar/arvejas_secas_remojadas_la_campagnola_300_gr,,4016,2026-06-22,,
Delimart,,Desodorante de Ambiente Aerosol Glade Potpourri 360 Ml,3728.87,3728.87,0,,Ninguno,https://www.delimart.com.ar/desodorante_de_ambiente_aerosol_glade_potpourri__360_ml,,4383,2026-06-22,,
Carrefour,,Harina de trigo 000 ultra refinada Cañuelas 1 kg.,995,995,995,1 K.,Ninguno,https://www.carrefour.com.ar/harina-de-trigo-000-ultra-refinada-canuelas-1-kg/p,,2835,2026-06-22,,
Delimart,,Galletitas Frutilla Merengadas 88 Gr,1494.26,1494.26,0,,Ninguno,https://www.delimart.com.ar/galletitas_frutilla_merengadas_88_gr,,3791,2026-06-22,,
Delimart,,Vino Cordero Con Piel De Lobo Malbec 750,4486.03,5277.68,0,,Ninguno,https://www.delimart.com.ar/vino_cordero_con_piel_de_lobo_malbec_750,,4139,2026-06-22,,
,,Galletitas dulces Variedad Terrabusi 144 g.,,,,,,https://www.carrefour.com.ar/galletitas-dulce-variedad-terrabusi-144-g-715959/p,,2798,,no_disponible,Carrefour
Carrefour,,Lavandina original Odex 4 l.,4909,4909,1227.25,1 L.,Ninguno,https://www.carrefour.com.ar/lavandina-original-odex-4-l/p,,3371,2026-06-22,,
Dia,Cerveza Ipa Salta Cautiva 473 Ml.,Cerveza Ipa Salta Cautiva 473 Ml.,2328.75,3105.0,,,,https://diaonline.supermercadosdia.com.ar/cerveza-ipa-salta-cautiva-473-ml-304642/p,2026-06-22 19:20:28,2406,,,
Carrefour,,Galletitas Maná con leche livianas 136 g.,1335,1335,9816.18,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-mana-con-leche-livianas-136-g-712643/p,,2729,2026-06-22,,
Delimart,,Leche en Polvo Nestle La Lechera 400 Gr,5063.49,5063.49,0,,Ninguno,https://www.delimart.com.ar/leche_en_polvo_nestle_la_lechera_400_gr,,3901,2026-06-22,,
Carrefour,,Arroz largo fino Molinos Ala 1 kg.,1675,1675,1675,1 K.,Ninguno,https://www.carrefour.com.ar/arroz-largo-fino-molinos-ala-1-kg/p,,2849,2026-06-22,,
Carrefour,,"Galletitas Frutigran semillas de sésamo, amaranto y girasol 260 g.",2840,2840,10923.08,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-frutigran-semillas-de-sesamo-amaranto-y-girasol-260-g/p,,2785,2026-06-22,,
Carrefour,,Piedras sanitarias para gato Bulnez neutra 1.8 kg,2519,2519,0,,Ninguno,https://www.carrefour.com.ar/piedras-sanitarias-para-gato-bulnez-neutra-18-kg-749010/p,,3431,2026-06-22,,
Depot,,CERV ANDES ORIGEN FRESQ LAT 473X,2283.11,2283.11,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-andes-origen-lata-fresq-473x/,,3566,2026-06-22,,
,,,,,,,,https://www.carrefour.com.ar/galletitas-crackers-tia-maruca-3-x-106-g/p,,2825,,404,Carrefour - Las mejores ofertas en supermercados
Carrefour,,Alimento húmedo para gato Whiskas 85 g. carne,1400,1400,0,,Ninguno,https://www.carrefour.com.ar/alimento-humedo-para-gato-whiskas-85-g-carne-475819/p,,3437,2026-06-22,,
,,Lentejas secas Bulnez 400 grs,,,,,,https://www.carrefour.com.ar/lentejas-secas-bulnez-400-grs-760491/p,,3029,,no_disponible,Lentejas secas Bulnez 400 grs - Carrefour
,,,,,,,,https://www.carrefour.com.ar/mermelada-la-campagnola-de-durazno-454-g/p,,3044,,no_name,Carrefour
Carrefour,,Vinagre de vino Bulnez en botella 500 cc.,1472,1472,2944,1 L.,Ninguno,https://www.carrefour.com.ar/vinagre-de-vino-bulnez-en-botella-500-cc-740972/p,,3000,2026-06-22,,
Carrefour,,Toalla higiénica Kotex esencial 16 uni,4409,4409,275.56,1 U.,Ninguno,https://www.carrefour.com.ar/toalla-higienica-kotex-esencial-16-uni-739308/p,,3363,2026-06-22,,
Carrefour,,Rollo de cocina Sussex clásico 50 paños 3 uni,2899,2899,19.33,1 Pano,Ninguno,https://www.carrefour.com.ar/rollo-de-cocina-sussex-clasico-50-panos-3-uni-719939/p,,3405,2026-06-22,,
,,,,,,,,https://www.carrefour.com.ar/dulce-de-leche-ilolay-clasico-400-g/p,,2953,,404,Carrefour
Delimart,,Mayonesa Natura Con Jugo De Limon 475 g,4393.21,4393.21,0,,Ninguno,https://www.delimart.com.ar/mayonesa_natura_con_jugo_de_limon_475_g,,3981,2026-06-22,,
Carrefour,,"Gaseosa guaraná Carrefour Classic light 2,25 lts",1663.20,1890,739.20,1 L.,Ninguno,https://www.carrefour.com.ar/gaseosa-guarana-carrefour-classic-light-225-lts-727398/p,,3074,2026-06-22,,
Depot,,JARP ZORRO CLASICO BE 400X,962.21,962.21,0,,Ninguno,https://depotexpress.com.ar/productos/limpieza/jarp-zorro-clasico-be-400x/,,3739,2026-06-22,,
Delimart,,Queso Cremoso Cremon La Serenisima 500 Gr,7560.16,7560.16,0,,Ninguno,https://www.delimart.com.ar/queso_cremoso_cremon_la_serenisima_500_gr,,3912,2026-06-22,,
Carrefour,,Acondicionador Suave vit bomba ceramidas 930 cc.,4279,4279,4601.08,1 L.,Ninguno,https://www.carrefour.com.ar/acondicionador-suave-vit-bomba-ceramidas-930-cc-730302/p,,3317,2026-06-22,,
Carrefour,,Lavandina Querubín concentrada 1 l.,1619,1619,1619,1 L.,Ninguno,https://www.carrefour.com.ar/lavandina-querubin-concentrada-1-l-145345/p,,3372,2026-06-22,,
Carrefour,,"Galletitas Oreo rellenas con crema sabor original 182,5 g.",2009.40,3349,18350.68,1 K.,exclusivo online 2do al 80% iguales,https://www.carrefour.com.ar/galletitas-oreo-rellena-con-crema-sabor-original-1825-g-715950/p,,2764,2026-06-22,,
Delimart,,Jugo De Pomelo Citric Con Pulpa 1 L,3698.91,3698.91,0,,Ninguno,https://www.delimart.com.ar/jugo_de_pomelo_citric_con_pulpa_1_l,,4085,2026-06-22,,
Delimart,,Yerba Mate Compuesta Cruz Malta Boldo Menta 500 Gr,2439.04,2439.04,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_compuesta_cruz_malta_boldo_menta_500_gr2,,4201,2026-06-22,,
,,Jugo natural Biofrut naranja 1 l.,,,,,,https://www.carrefour.com.ar/jugo-natural-biofrut-naranja-1-l/p,,3098,,no_disponible,Carrefour
Delimart,,Detergente Cif Bioactive Lima 500 Ml,4686.35,4686.35,0,,Ninguno,https://www.delimart.com.ar/detergente_cif_bioactive_lima_500_ml,,4356,2026-06-22,,
Depot,,CALD MOLTO GALLINA 6X,879.71,879.71,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/cald-molto-gallina-6x/,,3508,2026-06-22,,
Delimart,,Cerveza Roja Imperial lata 473 Cc,2855.75,2855.75,0,,Ninguno,https://www.delimart.com.ar/cerveza_roja_imperial_lata_473_cc,,4113,2026-06-22,,
Depot,,TE CACHAMAI TILO 20X,2218.67,2218.67,0,,Ninguno,https://depotexpress.com.ar/productos/otros/producto-107/,,3684,2026-06-22,,
Carrefour,,Mermelada damasco La Campagnola 454 g.,3729,3729,8213.66,1 K.,Ninguno,https://www.carrefour.com.ar/mermelada-damasco-la-campagnola-454-g/p,,3051,2026-06-22,,
Carrefour,,Leche UAT entera Carrefour classic brik 1 lt.,1776.60,1890,1776.60,1 L.,Ninguno,https://www.carrefour.com.ar/leche-uat-entera-carrefour-classic-brik-1-lt-720022/p,,2905,2026-06-22,,
Carrefour,,Vino tinto Malbec Alma Mora 750 ml,5856.75,7809,7809,1 L.,35% off tarjeta crf crdito | 35% off cuenta digital | 25% off max 24 unidades,https://www.carrefour.com.ar/vino-tinto-malbec-alma-mora-750-cc/p,,3158,2026-06-22,,
Delimart,,Galletitas Clasicas Terrabusi Variedad 390 Gr,2507.47,2507.47,0,,Ninguno,https://www.delimart.com.ar/galletitas_clasicas_terrabusi_variedad_390_gr,,3825,2026-06-22,,
Delimart,,Pure de Tomate Arcor 210 gr,833.83,833.83,0,,Ninguno,https://www.delimart.com.ar/pure_de_tomate_arcor_210_gr,,4013,2026-06-22,,
Dia,Té Saquitos en Sobre Green Hills 50 ud.,Té Saquitos en Sobre Green Hills 50 ud.,2768.0,2768.0,,,,https://diaonline.supermercadosdia.com.ar/te-saquitos-en-sobre-green-hills-50-ud-18963/p,2026-06-22 19:29:51,2501,,,
Delimart,,Dulce De Leche Clasico Ilolay 200 Gr,1584.72,1584.72,0,,Ninguno,https://www.delimart.com.ar/dulce_de_leche_clasico_ilolay_200_gr,,3959,2026-06-22,,
Depot,,CERVEZA ANTARES CARAVANA LATA 473X,2035.03,2035.03,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-antares-caravana-lata-473x/,,3582,2026-06-22,,
Delimart,,Café Instantáneo Arlistan Suave 170 Gr,9200.49,9200.49,0,,Ninguno,https://www.delimart.com.ar/cafe_instantaneo_arlistan_suave_170_gr,,4176,2026-06-22,,
Delimart,,Bizcochos Azucarados 9 De Oro 210 Gr,1709.44,1709.44,0,,Ninguno,https://www.delimart.com.ar/bizcochos_azucarados_9_de_oro_210_gr2,,3834,2026-06-22,,
Delimart,,Yogur Bebible De Frutilla La Serenisima Nutricion Activa x 900 Gr,2024.02,2024.02,0,,Ninguno,https://www.delimart.com.ar/yogur_bebible_de_frutilla_la_serenisima_nutricion_activa_x_900_gr,,3936,2026-06-22,,
Delimart,,Galletita Rellena Amor 330 Gr,4440.00,4440.00,0,,Ninguno,https://www.delimart.com.ar/galletita_rellena_amor_330_gr,,3830,2026-06-22,,
Delimart,,Vinagre De Alcohol Dos Anclas 1 Lt,1863.08,1863.08,0,,Ninguno,https://www.delimart.com.ar/vinagre_de_alcohol_dos_anclas_1_lt,,3992,2026-06-22,,
Delimart,,Limpiador Aromatizante Desinfectante Poett Flores De Primavera x 1.8 Ml,3599.54,3599.54,0,,Ninguno,https://www.delimart.com.ar/limpiador_aromatizante_desinfectante_poett_flores_de_primavera_x_18_ml,,4378,2026-06-22,,
Dia,Te Negro Morenita 25 Ud 307681,Te Negro Morenita 25 Ud 307681,0.0,0.0,,,,https://diaonline.supermercadosdia.com.ar/te-negro-morenita-25-ud-307681/p,2026-06-22 19:31:40,2509,,,
Delimart,,Mermelada Durazno BC 390 Gr,5213.17,5213.17,0,,Ninguno,https://www.delimart.com.ar/mermelada_durazno_bc_390_gr,,4022,2026-06-22,,
Dia,Mermelada de Frutilla La Campagnola 454 Gr.,Mermelada de Frutilla La Campagnola 454 Gr.,4660.0,4660.0,,,,https://diaonline.supermercadosdia.com.ar/mermelada-de-frutilla-la-campagnola-454-gr-74462/p,2026-06-22 19:31:52,2324,,,
Carrefour,,Queso blanco original La SerenÍsima Clásico 290 grs,4099,4099,14134.48,1 K.,Ninguno,https://www.carrefour.com.ar/queso-blanco-original-la-serenisima-clasico-290-grs-726376/p,,2910,2026-06-22,,
Carrefour,,Copos de maíz azucarados Skarchitos 240 g.,1729,1729,7204.17,1 K.,Ninguno,https://www.carrefour.com.ar/copos-de-maiz-azucarados-skarchitos-240-g/p,,2943,2026-06-22,,
Dia,Malbec Phebu 750 Ml.,Malbec Phebu 750 Ml.,9457.0,9457.0,,,,https://diaonline.supermercadosdia.com.ar/malbec-phebu-750-ml-305569/p,2026-06-22 19:32:25,2415,,,
Carrefour,,Alimento seco para perro Dog Chow adulto alta proteína 8 kg,24164.25,32219,0,,25% off max 12 unidades,https://www.carrefour.com.ar/alimento-seco-para-perro-dog-chow-adulto-alta-proteina-8-kg-727205/p,,3420,2026-06-22,,
Depot,,VINF COLON SELEC. MALBEC 750X,5334.00,5334.00,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-colon-selec-malbec-750x/,,3617,2026-06-22,,
Carrefour,,Galletitas Polvorones dulce de leche 150 g.,1159,1159,7726.67,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-polvorones-dulce-de-leche-150-g/p,,2755,2026-06-22,,
Delimart,,Leche Entera 3% Larga Vida La Serenisima 1 Lt,1912.65,1912.65,0,,Ninguno,https://www.delimart.com.ar/leche_entera_3_larga_vida_la_serenisima_1_lt,,3897,2026-06-22,,
Carrefour,,Mayonesa clásica Hellmanns sin tacc doypack 950 g.,6329,6329,6662.11,1 K.,Ninguno,https://www.carrefour.com.ar/mayonesa-clasica-hellmann-s-sin-tacc-doypack-950-g-694756/p,,2984,2026-06-22,,
Dia,Queso Untable Tonadita Patagonia 300 Gr.,Queso Untable Tonadita Patagonia 300 Gr.,3590.0,3999.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-tonadita-patagonia-300-gr-265769/p,2026-06-22 19:31:08,2260,,,
